Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CHIPIRÓN,ARAGUATO,242,249,231,237,189,187,165,143,103,34,209,193
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CHIPIRÓN,BAYONERO,660,568,494,470,441,430,381,342,285,323,346,384
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CHIPIRÓN,CHIPIRÓN,179,175,169,165,156,156,153,155,134,138,138,138
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CHIPIRÓN,JIBA UNIFICADO,110,93,106,92,106,103,100,95,90,92,89,81
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,CANAGUEY,1277,1184,1150,1116,656,690,924,957,798,1042,1117,1260
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,FINN,0,0,0,0,0,0,0,0,0,0,0,1566
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,GOLONDRINA,0,205,558,369,217,171,174,133,111,80,67,66
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,MORROCOY,219,240,179,194,186,185,188,193,181,186,163,148
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,REX,402,315,294,280,239,222,207,187,176,176,138,124
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,REX NE,14,1321,2315,2434,2504,2779,2772,2870,3322,2998,2821,2708
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,COSECHA,TERECAY,1337,1360,1092,1111,996,1087,1073,991,772,658,600,791
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,CAÑO LIMÓN,67,64,64,65,61,64,46,40,35,37,37,38
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,REDONDO,1444,1268,1095,1068,1018,1087,1309,1385,1143,1134,1031,992
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,REDONDO ESTE,0,0,0,0,0,0,0,0,0,0,0,17
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,RONDÓN,CAÑO RONDÓN,2899,2909,2709,2568,2477,2384,2166,2279,2675,3036,3031,3176
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),OCCIDENTAL DE COLOMBIA LLC,RONDÓN,CARICARE,3139,3077,2919,3247,3043,2816,3827,4091,3958,4035,3882,4130
ARAUCA,SARAVENA,6.906941714,-71.85070757,POINT (-71.85070757 6.906941714),ECOPETROL S.A.,ARAUCA,ARAUCA,7,9,11,13,12,13,16,15,18,19,20,7
ARAUCA,TAME,6.390650479,-71.79178647,POINT (-71.79178647 6.390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,ANDINA,0,0,0,0,0,0,0,0,399,818,885,311
ARAUCA,TAME,6.390650479,-71.79178647,POINT (-71.79178647 6.390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,CAPACHOS,502,0,881,1089,1077,1064,1045,1028,1013,1101,983,554
ATLANTICO,SABANALARGA,10.62250777,-74.95510542,POINT (-74.95510542 10.62250777),LEWIS ENERGY COLOMBIA INC,SSJN-1,BULLERENGUE,161,207,206,210,208,207,203,206,207,201,230,420
ATLANTICO,SABANALARGA,10.62250777,-74.95510542,POINT (-74.95510542 10.62250777),LEWIS ENERGY COLOMBIA INC,SSJN-1,POLLERA,0,0,0,0,0,0,0,0,0,0,0,0
BOLIVAR,CANTAGALLO,7.239229146,-74.10014043,POINT (-74.10014043 7.239229146),ECOPETROL S.A.,MAGDALENA MEDIO,YARIGUÍ-CANTAGALLO,8901,9041,9521,9773,9195,6553,9760,9707,10291,10126,11147,11700
BOLIVAR,CICUCO,9.235268598,-74.68840962,POINT (-74.68840962 9.235268598),ECOPETROL S.A.,CICUCO BOQUETE,CICUCO,347,387,429,418,419,425,0,0,0,0,0,0
BOLIVAR,CICUCO,9.235268598,-74.68840962,POINT (-74.68840962 9.235268598),HOCOL S.A.,CICUCO BOQUETE,CICUCO,0,0,0,0,0,0,420,431,441,448,449,417
BOLIVAR,MOMPOS,9.142512064,-74.54519906,POINT (-74.54519906 9.142512064),HOCOL S.A.,CICUCO BOQUETE,BOQUETE,0,0,0,0,0,0,30,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),ECOPETROL S.A.,CICUCO BOQUETE,BOQUETE,18,14,12,32,48,60,0,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),ECOPETROL S.A.,CICUCO BOQUETE,CICUCO,249,214,222,234,227,226,0,0,0,0,0,0
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,CICUCO BOQUETE,BOQUETE,0,0,0,0,0,0,0,55,101,106,77,18
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,CICUCO BOQUETE,CICUCO,0,0,0,0,0,0,239,235,231,225,221,218
BOYACA,CORRALES,5.82454582,-72.84544845,POINT (-72.84544845 5.82454582),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,0,0,0,0,0,43,0,0,0,0,0,0
BOYACA,CORRALES,5.82454582,-72.84544845,POINT (-72.84544845 5.82454582),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,CORRALES,319,181,259,336,363,388,387,379,354,368,333,341
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),COMTROL COLOMBIA S.A.,EL REMANSO,REMANSO,1,1,0,0,0,0,1,1,0,0,0,0
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,PALAGUA,CAIPAL,754,775,774,772,776,749,753,748,732,720,742,764
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,PALAGUA,PALAGUA,5874,5951,5983,6034,6178,6278,6373,6384,6246,6271,6324,6507
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,GUAGUAQUI - TERAN,VELASQUEZ,3333,3405,3289,3400,3300,3253,3091,3086,3116,3022,3079,3028
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,ABARCO,3408,3670,3629,4212,3746,3424,3672,3932,3587,3616,3458,3522
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,GIRASOL,3423,3246,3236,3236,3156,3268,3205,2928,2837,2831,3132,2990
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,JAZMIN,4837,4678,4362,4318,4260,4273,4209,3977,3921,3835,3932,3918
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,MORICHE,12043,11493,11868,12173,11205,10619,10533,10657,10552,10724,10438,11062
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,NARE,UNDERRIVER,1473,1554,1483,1561,1376,1424,1411,1040,1053,1106,1304,1138
BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),NIKOIL ENERGY CORP,CÓNDOR,MEDINA,0,94,87,89,62,82,76,73,70,72,73,59
BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,45,44,44,45,44,0,43,42,40,39,40,42
CAQUETA,SAN VICENTE DEL CAGUAN,1.308465061,-74.19746971,POINT (-74.19746971 1.308465061),EMERALD ENERGY PLC SUCURSAL COLOMBIA,DURILLO,DURILLO,0,0,0,0,1,0,0,0,0,0,0,0
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),CEPSA COLOMBIA S.A.,LLA 22,RAMIRIQUI,2312,2259,2211,2179,2198,2102,2111,2042,2098,2049,2039,1955
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,1502,1354,1276,1396,1374,1251,1126,1116,1063,977,948,1081
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,2525,6718,6618,6647,6928,6763,6407,6205,6204,5665,5620,5871
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,2240,2187,2273,2167,2049,2124,2125,2007,2024,1919,1870,1690
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,RECETOR,CUPIAGUA LIRIA,1180,3268,3404,3415,3514,3500,3662,3667,3553,3335,3325,3448
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 26,RUMBA,1807,2641,2334,2362,2144,1935,1879,1751,1423,1610,755,665
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,640,610,745,627,485,476,486,528,600,540,418,415
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),CEPSA COLOMBIA S.A.,PUNTERO,MANATUS,157,154,111,0,0,0,0,0,0,0,0,27
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),CEPSA COLOMBIA S.A.,PUNTERO,ONCA,403,410,399,102,0,0,0,0,0,0,0,277
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),DCX S.A.S.,MORICHITO,MORICHITO,46,44,18,0,0,0,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),ECOPETROL S.A.,LA PUNTA - CDND/I,LA PUNTA,480,473,467,454,423,418,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),ECOPETROL S.A.,UPIA,SANTIAGO,779,748,722,713,713,680,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,339,338,329,330,336,331,332,353,416,411,414,409
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CENTAURO SUR,139,146,147,146,145,138,142,137,107,101,99,95
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,MANTIS,922,856,836,817,807,776,0,416,405,393,387,362
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,PISINGO,953,913,901,878,861,835,404,655,612,822,1039,817
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,YENAC,541,467,452,446,446,432,0,0,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,LA PUNTA - CDND/I,LA PUNTA,0,0,0,0,0,0,412,397,388,376,368,357
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,UPIA,SANTIAGO,0,0,0,0,0,0,691,690,660,538,532,704
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),OMNIA.ENERGY INC. SUCURSAL COLOMBIA EN REORGANIZACIÓN  (ANTES SANTA MARIA PETROLEUM INC),LLA 27,FLAMI,0,0,0,0,0,0,12,115,66,439,366,394
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,305,299,273,264,266,274,270,136,12,25,240,266
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,ENTRERRIOS,ENTRERRIOS,696,684,663,644,596,510,577,572,554,525,531,522
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,RIO META,GUARIMENA,0,0,0,0,0,0,0,228,288,240,253,177
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),COLOMBIA ENERGY DEVELOPMENT CO,ALCARAVÁN,ESTERO,81,82,83,83,84,84,84,83,82,82,82,82
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),COLOMBIA ENERGY DEVELOPMENT CO,LOS HATOS,LOS HATOS,48,49,49,49,50,50,48,46,46,46,46,48
CASANARE,MONTERREY,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),Frontera Energy Colombia Corp Sucursal Colombia,CANAGUARO,Canaguay,0,0,0,0,0,0,0,0,107,326,255,393
CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),EQUION ENERGÍA LIMITED,NISCOTA,HURÓN,2291,2368,2419,2089,1827,1647,736,789,1401,1131,333,1063
CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,SAIMIRÍ,114,68,13,59,45,52,49,55,43,33,28,16
CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA,DOROTEA E,84,80,85,84,85,84,85,85,85,92,90,84
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),PERENCO COLOMBIA LIMITED,CASANARE,TIERRA BLANCA,1,1,2,7,0,0,0,0,0,0,0,0
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,0,0,0,0,0,0,0,0,277,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,1379,1364,1380,1339,1177,1302,1339,1091,1157,1156,1117,1101
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMIBA,LLA 23,DANES,0,0,0,0,0,0,0,0,0,0,13,724
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMIBA,LLA 23,LABRADOR,0,0,0,0,0,0,0,0,0,630,624,608
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,VIGIA SUR,858,849,805,812,800,791,776,1066,796,824,1123,1616
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,ANDARRIOS,153,168,165,157,155,141,142,131,123,120,129,148
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,CIRIGÜELO,192,188,159,182,153,155,160,158,166,185,246,284
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,GRETA OTO,176,175,173,175,171,169,166,158,157,155,155,152
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,GUACHARACA,186,177,173,175,173,161,144,134,130,135,529,536
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,HOATZIN,75,78,82,76,79,80,83,71,65,67,71,73
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CACHICAMO,HOATZIN NORTE,261,247,245,213,223,225,227,240,241,251,211,198
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,LLA 34,TUA,4494,5078,5081,5047,4948,4624,4779,4958,4827,4279,4342,4693
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CASANARE ESTE,CURITO,283,172,216,266,262,254,217,191,164,152,150,151
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,BASTIDAS,116,120,117,76,63,55,44,78,90,80,78,70
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,CARRIZALES,679,712,685,685,689,693,697,664,558,452,455,421
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,MATEMARRANO,126,119,89,45,56,68,69,67,64,56,52,43
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,SAIMIRÍ,126,140,208,230,247,250,242,231,229,221,207,195
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,CRAVOVIEJO,ZOPILOTE,1387,1348,1339,1459,1445,1406,1357,1327,1351,1291,1245,1318
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),Frontera Energy Colombia Corp Sucursal Colombia,MAPACHE,TUCUSO,266,223,212,193,167,174,162,152,146,151,129,132
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA,MORICHE,MAURITÍA ESTE,0,0,0,0,0,0,0,0,0,0,1,4
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA,MORICHE,MAURITÍA NORTE,1689,662,1379,1728,1560,1471,681,935,1369,1552,1524,1406
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),OIRU CORPORATION,NASHIRA,ALEPE,0,0,0,0,0,0,0,227,227,227,235,220
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),OIRU CORPORATION,NASHIRA,NASHIRA NORTE,0,0,0,0,0,0,0,772,767,754,740,701
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,ESTERO,GUANAPALO,135,132,122,128,125,109,125,124,123,104,97,73
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,CANDALAY,0,0,0,16,11,19,22,20,21,21,25,22
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,GUASAR,262,273,272,264,276,283,317,300,312,261,258,240
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,JORCAN,0,34,40,43,37,38,48,42,38,37,39,46
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,JORDÁN,565,564,589,581,603,533,590,570,552,527,513,510
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,PARAVARE,200,186,185,164,165,162,153,145,141,135,148,163
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,PIRITO,48,42,60,55,46,63,76,75,60,64,64,59
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,GARCERO,SARDINAS,1095,1005,940,917,968,899,939,939,927,937,924,906
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,OROCUÉ,GUARILAQUE,1388,1408,1359,1338,1276,1070,980,1042,1114,1117,1100,1060
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,OROPENDOLA,OROPÉNDOLA,141,138,133,138,135,137,132,127,136,134,129,129
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,OROPENDOLA,VIREO,98,105,99,156,145,141,167,130,160,162,148,139
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),SOGOMI ENERGY S.A.,NASHIRA,ALEPE,158,129,142,157,204,214,176,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),SOGOMI ENERGY S.A.,NASHIRA,ALVA SUR,0,35,13,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),SOGOMI ENERGY S.A.,NASHIRA,NASHIRA NORTE,781,742,774,797,817,729,598,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),COLOMBIA ENERGY DEVELOPMENT CO,ALCARAVÁN,CANACABARE,524,485,466,536,596,480,452,430,453,477,455,415
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,ALTAIR,ALTAIR,41,44,36,0,0,0,0,0,0,0,0,0
